,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_scores,User_scores
1690,3097,NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,84,6.8
1691,3099,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65,76,7.0
1692,3100,The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65,79,7.8
1693,3101,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84,7.7
1694,3102,Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74,8.6
1695,3103,F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89,8.7
1696,3104,Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,60,8.5
1697,3108,Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47,6.2
1698,3109,Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,67,8.3
1699,3112,Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65,72,7.7
1700,3113,MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.07,0.65,83,7.6
1701,3114,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80,6.9
1702,3115,Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89,8.8
1703,3121,Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,77,8.2
1704,3122,Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68,6.2
1705,3125,MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0.0,0.12,0.65,59,7.5
1706,3127,Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0.23,0.15,0.2,0.07,0.65,74,7.7
1707,3133,Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.03,0.65,61,8.1
1708,3134,Crysis 3,PC,2013,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64,76,6.7
1709,3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67,6.2
1710,3139,Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,60,7.8
1711,3141,Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.31,0.0,0.13,0.64,43,3.7
1712,3144,Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84,8.4
1713,3145,Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57,7.6
1714,3146,GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60,6.8
1715,3147,NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.54,0.04,0.0,0.07,0.64,90,5.9
1716,3148,Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64,67,6.9
1717,3149,XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0.36,0.23,0.0,0.05,0.64,90,8.3
1718,3150,Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61,6.4
1719,3151,LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.29,0.0,0.1,0.64,71,7.1
1720,3152,James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83,7.5
1721,3153,X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58,7.4
1722,3154,Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.32,0.0,0.07,0.64,75,7.2
1723,3155,NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79,6.4
1724,3156,Dragon Age II,PC,2011,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64,82,4.6
1725,3157,LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.04,0.0,0.05,0.64,81,8.0
1726,3160,Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,90,8.7
1727,3162,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0.37,0.21,0.0,0.06,0.64,55,7.0
1728,3163,TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,88,7.5
1729,3164,Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,8.8
1730,3167,Sega Rally Revo,PS3,2007,Racing,Sega,0.07,0.43,0.0,0.14,0.64,75,7.1
1731,3169,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.64,83,8.6
1732,3170,Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,78,8.6
1733,3172,Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.28,0.0,0.11,0.64,71,8.2
1734,3174,LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0.0,0.1,0.64,80,7.2
1735,3175,Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.42,0.0,0.14,0.64,55,5.5
1736,3178,NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64,73,6.9
1737,3179,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.12,0.0,0.05,0.64,32,4.0
1738,3181,Okami,Wii,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64,90,8.8
1739,3182,Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0.0,0.08,0.64,63,6.1
1740,3185,Red Steel 2,Wii,2010,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63,80,8.5
1741,3186,X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82,7.8
1742,3188,SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,73,7.8
1743,3190,F1 2013,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63,77,6.4
1744,3191,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68,7.5
1745,3192,Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63,78,7.1
1746,3194,FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88,7.8
1747,3195,Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,79,8.5
1748,3197,NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78,7.6
1749,3198,Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.63,76,6.6
1750,3200,Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63,70,7.1
1751,3201,Guitar Hero: Metallica,PS3,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.63,86,8.1
1752,3202,Iron Man,PSP,2008,Action,Sega,0.46,0.09,0.0,0.09,0.63,44,6.4
1753,3204,Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63,48,4.8
1754,3207,DJ Hero 2,Wii,2010,Misc,Activision,0.49,0.09,0.0,0.04,0.63,88,7.3
1755,3208,Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0.0,0.05,0.63,62,5.0
1756,3209,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0.0,0.06,0.63,80,8.4
1757,3213,Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.54,0.05,0.0,0.04,0.63,74,6.4
1758,3220,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70,3.8
1759,3221,The Crew,XOne,2014,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.63,64,5.7
1760,3224,Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.37,0.0,0.06,0.63,82,8.3
1761,3226,FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82,6.2
1762,3229,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.17,0.0,0.05,0.63,80,6.1
1763,3230,Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93,9.1
1764,3231,NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88,7.3
1765,3233,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0.0,0.06,0.63,70,6.8
1766,3234,Wet,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63,70,6.5
1767,3235,MySims Racing,DS,2009,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,67,7.5
1768,3236,Buzz Lightyear of Star Command,PS,2000,Platform,Activision,0.35,0.24,0.0,0.04,0.63,54,7.1
1769,3237,Namco Museum,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,62,8.1
1770,3241,Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77,7.3
1771,3243,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,74,7.8
1772,3244,Vanquish,PS3,2010,Shooter,Sega,0.21,0.22,0.11,0.09,0.62,84,9.4
1773,3247,Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62,70,7.0
1774,3248,Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82,7.8
1775,3249,Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,80,7.0
1776,3251,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89,7.2
1777,3252,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62,71,7.1
1778,3254,Evolve,XOne,2015,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06,0.62,74,5.1
1779,3255,Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71,8.3
1780,3256,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62,62,6.0
1781,3259,Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93,8.4
1782,3262,FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62,79,7.2
1783,3265,Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48,6.8
1784,3269,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62,58,5.4
1785,3285,Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,81,8.2
1786,3286,NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82,7.1
1787,3288,NHL 16,PS4,2015,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61,78,5.5
1788,3290,NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,72,8.5
1789,3291,Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58,8.8
1790,3292,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61,68,8.1
1791,3295,Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72,8.2
1792,3301,Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49,6.7
1793,3302,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81,8.1
1794,3310,Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90,8.5
1795,3312,Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61,59,6.6
1796,3313,Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,71,6.9
1797,3314,Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70,5.9
1798,3315,SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61,69,6.3
1799,3316,Major League Baseball 2K9,X360,2009,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64,5.3
1800,3318,Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61,82,8.1
1801,3319,Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85,8.5
1802,3322,Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71,6.2
1803,3323,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.0,0.01,0.61,62,8.6
1804,3324,Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61,89,5.2
1805,3325,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0.0,0.06,0.61,74,7.6
1806,3327,Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0.0,0.01,0.61,84,7.8
1807,3330,Game & Watch Gallery 4,GBA,2002,Misc,Nintendo,0.43,0.16,0.0,0.01,0.61,71,8.1
1808,3333,Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.24,0.0,0.06,0.61,32,4.6
1809,3334,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.61,77,7.7
1810,3336,Tony Hawk's Underground,GBA,2003,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86,6.9
1811,3340,Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80,8.0
1812,3341,Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51,7.6
1813,3342,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88,8.2
1814,3344,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6,43,5.2
1815,3345,NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,72,6.0
1816,3347,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,71,7.5
1817,3352,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6,70,8.1
1818,3353,LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.37,0.0,0.1,0.6,72,6.6
1819,3355,Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,61,6.1
1820,3358,Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0.0,0.08,0.6,52,7.4
1821,3360,Half-Life,PS2,2001,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6,87,8.6
1822,3362,Mickey's Speedway USA,N64,2000,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6,71,7.6
1823,3365,NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.29,0.23,0.0,0.08,0.6,81,8.4
1824,3370,XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6,89,8.1
1825,3371,Blur,X360,2010,Racing,Activision,0.25,0.28,0.0,0.06,0.6,82,8.2
1826,3375,NHL 11,PS3,2010,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,88,7.2
1827,3377,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6,56,5.8
1828,3380,Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6,60,7.5
1829,3381,The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.22,0.0,0.09,0.6,48,8.1
1830,3386,Rayman Origins,PSV,2012,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59,88,8.4
1831,3392,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,88,8.2
1832,3397,Iron Man,Wii,2008,Action,Sega,0.31,0.22,0.0,0.06,0.59,44,6.8
1833,3398,Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59,62,5.2
1834,3400,Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,90,8.3
1835,3406,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0.0,0.07,0.59,80,8.0
1836,3407,2002 FIFA World Cup,PS2,2002,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73,5.7
1837,3408,MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90,7.8
1838,3409,Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62,6.8
1839,3414,Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,82,8.5
1840,3416,Payday 2,X360,2013,Shooter,505 Games,0.33,0.21,0.0,0.05,0.59,75,6.3
1841,3417,Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73,7.9
1842,3419,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59,77,6.3
1843,3420,NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59,86,7.5
1844,3422,Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77,7.1
1845,3427,Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0.0,0.07,0.59,55,6.3
1846,3428,Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,81,8.8
1847,3432,Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,90,8.5
1848,3434,Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81,8.8
1849,3439,Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58,6.9
1850,3440,Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68,5.7
1851,3443,The Conduit,Wii,2009,Shooter,Sega,0.29,0.23,0.0,0.06,0.58,69,8.1
1852,3444,Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58,73,7.5
1853,3448,NHL 15,PS4,2014,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58,60,3.7
1854,3450,Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58,7.9
1855,3451,The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73,8.0
1856,3453,Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58,67,4.6
1857,3454,The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58,64,6.8
1858,3455,The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,81,7.7
1859,3456,Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58,60,5.0
1860,3457,Rayman Origins,Wii,2011,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58,92,8.5
1861,3458,WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58,72,5.4
1862,3459,Titanfall,PC,2014,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58,86,6.3
1863,3460,NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,81,7.3
1864,3461,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73,7.1
1865,3464,Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0.0,0.07,0.58,38,6.1
1866,3471,Unreal Tournament,PS2,2000,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,77,7.3
1867,3474,Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58,85,8.2
1868,3481,Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78,7.5
1869,3484,NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58,84,7.8
1870,3488,Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.09,0.0,0.06,0.58,91,8.1
1871,3489,Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58,80,8.2
1872,3490,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.58,87,8.2
1873,3491,Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0.0,0.04,0.58,77,8.7
1874,3492,Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91,8.2
1875,3493,MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,90,8.0
1876,3495,NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78,8.6
1877,3496,NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58,88,8.1
1878,3497,Rooms: The Main Building,DS,2010,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58,56,tbd
1879,3500,Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58,72,6.4
1880,3501,NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58,85,7.7
1881,3505,Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.37,0.0,0.12,0.57,75,7.5
1882,3506,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.57,83,7.1
1883,3509,Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0.0,0.04,0.57,63,7.1
1884,3510,ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57,63,7.8
1885,3511,Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,85,6.0
1886,3513,Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0.0,0.01,0.57,85,6.1
1887,3516,Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57,66,5.8
1888,3517,Iron Man,X360,2008,Action,Sega,0.27,0.24,0.0,0.06,0.57,45,5.9
1889,3519,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60,5.8
1890,3520,Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.57,80,7.6
1891,3524,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57,78,8.4
1892,3525,"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.25,0.27,0.0,0.06,0.57,76,7.9
1893,3526,Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86,8.0
1894,3528,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57,86,7.5
1895,3531,Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.15,0.0,0.04,0.57,60,7.2
1896,3539,Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,71,7.6
1897,3540,Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57,8.3
1898,3541,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.57,82,5.2
1899,3547,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0.0,0.02,0.57,70,8.5
1900,3548,Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57,77,8.1
1901,3554,XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57,73,8.4
1902,3555,NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.57,80,6.1
1903,3556,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.05,0.57,71,7.2
1904,3558,Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.57,78,7.7
1905,3559,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57,74,7.8
1906,3561,Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,83,8.6
1907,3562,True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0.0,0.02,0.56,77,7.4
1908,3563,Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,8.6
1909,3567,Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,66,8.1
1910,3568,The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77,8.3
1911,3569,NHL Hitz 20-02,PS2,2001,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56,78,7.6
1912,3570,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66,8.2
